molecular weight,molecular formula,strength
443.128376,C16H29O9N1S2,11609888.0
443.201146,C18H37O7N1S2,11241387.0
443.237531,C19H41O6N1S2,12642289.0
444.16001,C16H32O8N2S2,2980573.0
445.216796,C18H39O7N1S2,10876641.0
448.141657,C20H24O6N4S1,4015475.0
448.199172,C18H32O7N4S1,6475239.0
449.2269660000001,C21H39O5N1S2,3710460.0
449.244725,C21H39O7N1S1,2403871.0
453.156973,C20H27O7N3S1,2886038.0
455.237531,C20H41O6N1S2,9139911.000000002
456.104999,C15H24O12N2S1,78126600.0
457.180411,C18H35O8N1S2,3055391.0
459.196061,C18H37O8N1S2,2408545.0
459.232446,C19H41O7N1S2,26826930.0
461.1575670000001,C17H35O7N1S3,3305848.0
461.211711,C18H39O8N1S2,3756530.0
464.161724,C22H28O7N2S1,3610679.0
464.194087,C18H32O8N4S1,6538371.0
465.2218810000001,C21H39O6N1S2,4677077.0
466.047089,C22H14O8N2S1,5360990.0
467.237531,C21H41O6N1S2,6312025.0
469.180411,C19H35O8N1S2,3022464.0
469.289566,C22H47O5N1S2,5909384.0
471.167538,C20H29O8N3S1,5451105.0
471.196061,C19H37O8N1S2,8070568.0
471.232446,C20H41O7N1S2,41494015.99999999
472.021269,C20H12O10N2S1,9907607.000000002
473.1104180000001,C18H23O10N3S1,2396711.0
473.211711,C19H39O8N1S2,6230309.0
473.248096,C20H43O7N1S2,59701632.0
475.227361,C19H41O8N1S2,9604344.0
476.230472,C20H36O7N4S1,4680436.999999999
479.2011460000001,C21H37O7N1S2,5942541.0
483.196061,C20H37O8N1S2,2800307.0
483.232446,C21H41O7N1S2,6160151.0
485.219573,C22H35O7N3S1,17896530.0
487.185101,C26H33O4N1S2,2799021.0
487.1909760000001,C19H37O9N1S2,3214782.0
489.206626,C19H39O9N1S2,6293503.0
489.243011,C20H43O8N1S2,15790183.0
491.164761,C21H33O8N1S2,2465270.0
491.2011460000001,C22H37O7N1S2,12408416.0
492.1890020000001,C19H32O9N4S1,4870551.0
493.216796,C22H39O7N1S2,8070492.0
493.253181,C23H43O6N1S2,4709831.0
495.196061,C21H37O8N1S2,7107658.0
495.232446,C22H41O7N1S2,5614774.0
497.284481,C23H47O6N1S2,5194976.0
497.320866,C24H51O5N1S2,3917135.0
498.01916,C22H14O8N2S2,3022238.0
499.227361,C21H41O8N1S2,10720285.0
499.263746,C22H45O7N1S2,32298126.0
501.206626,C20H39O9N1S2,7752745.0
501.243011,C21H43O8N1S2,37547164.0
501.279396,C22H47O7N1S2,26234124.0
503.2011460000001,C23H37O7N1S2,4218051.0
503.2222760000001,C20H41O9N1S2,15181063.0
503.258661,C21H45O8N1S2,37668216.00000001
505.1110120000001,C17H31O10N1S3,7308460.0
506.204652,C20H34O9N4S1,5973639.0
507.232446,C23H41O7N1S2,16299943.0
507.268831,C24H45O6N1S2,3766303.0
511.0685530000001,C23H17O9N3S1,20212072.0
511.1777080000001,C26H29O6N3S1,3144406.0
511.227361,C22H41O8N1S2,5700481.0
511.263746,C23H45O7N1S2,12114939.0
513.206626,C21H39O9N1S2,3894696.0
513.243011,C22H43O8N1S2,10778148.0
513.279396,C23H47O7N1S2,37897887.99999999
513.315781,C24H51O6N1S2,3468059.0
515.094495,C17H25O15N1S1,4564696.999999999
515.2222760000001,C21H41O9N1S2,19562644.0
515.2586610000001,C22H45O8N1S2,27263248.0
517.237926,C21H43O9N1S2,28539842.0
517.274311,C22H47O8N1S2,35945536.0
519.1960610000001,C23H37O8N1S2,4779620.0
519.232446,C24H41O7N1S2,9053923.0
521.211711,C23H39O8N1S2,9028100.0
523.1909760000001,C22H37O9N1S2,6690132.0
525.243011,C23H43O8N1S2,6896080.0
525.279396,C24H47O7N1S2,5755473.0
527.2586610000001,C23H45O8N1S2,14476782.0
527.2705450000001,C30H41O5N1S1,3214871.0
527.295046,C24H49O7N1S2,22234736.0
527.3314310000001,C25H53O6N1S2,5144305.0
529.201541,C21H39O10N1S2,3555620.0
529.237926,C22H43O9N1S2,26583464.0
529.274311,C23H47O8N1S2,28533290.0
529.310696,C24H51O7N1S2,20734636.0
531.137028,C17H29O14N3S1,5286995.999999999
531.2535760000001,C22H45O9N1S2,42352120.0
531.289961,C23H49O8N1S2,19349116.0
532.193814,C19H36O13N2S1,4514612.000000001
533.970024,C16H10O17N2S1,3249211.0
535.227361,C24H41O8N1S2,10151420.0
537.206626,C23H39O9N1S2,8471018.0
537.243011,C24H43O8N1S2,17830510.0
539.2222760000001,C23H41O9N1S2,6018651.0
539.2586610000001,C24H45O8N1S2,5897951.0
539.295046,C25H49O7N1S2,8142690.0
541.237926,C23H43O9N1S2,4254404.0
541.274311,C24H47O8N1S2,16542535.0
541.310696,C25H51O7N1S2,20810698.0
543.040624,C23H17O9N3S2,13374493.0
543.2654600000001,C30H41O6N1S1,7407430.0
543.289961,C24H49O8N1S2,33122208.0
543.3263460000001,C25H53O7N1S2,11851812.0
545.211711,C25H39O8N1S2,4659862.0
545.232841,C22H43O10N1S2,11182817.0
545.269226,C23H47O9N1S2,42697572.00000001
545.305611,C24H51O8N1S2,12633062.0
546.136694,C18H30O15N2S1,18812802.0
547.227361,C25H41O8N1S2,5510849.0
549.206626,C24H39O9N1S2,7711305.0
549.279396,C26H47O7N1S2,6245195.0
551.2222760000001,C24H41O9N1S2,10282540.0
551.2586610000001,C25H45O8N1S2,12584621.0
551.3314310000001,C27H53O6N1S2,12425134.0
553.201541,C23H39O10N1S2,5843299.0
553.274311,C25H47O8N1S2,3385953.0
555.2535760000001,C24H45O9N1S2,7001444.0
557.232841,C23H43O10N1S2,5132333.0
557.269226,C24H47O9N1S2,18589866.0
557.28111,C31H43O6N1S1,4688081.999999999
557.3419960000001,C26H55O7N1S2,6013350.0
558.3008600000001,C24H50O8N2S2,17192584.0
559.2484910000001,C23H45O10N1S2,17613622.0
559.284876,C24H49O9N1S2,21914546.0
559.2967600000001,C31H45O6N1S1,3592152.0
559.321261,C25H53O8N1S2,10200110.0
561.21851,C32H35O6N1S1,4728155.0
561.279396,C27H47O7N1S2,4716075.0
563.2222760000001,C25H41O9N1S2,7085995.0
563.2586610000001,C26H45O8N1S2,8394788.0
563.295046,C27H49O7N1S2,5335198.0
565.237926,C25H43O9N1S2,14856654.0
567.2171910000001,C24H41O10N1S2,7666465.0
567.289961,C26H49O8N1S2,3421197.0
569.269226,C25H47O9N1S2,6427905.0
569.305611,C26H51O8N1S2,5059957.0
569.3419960000001,C27H55O7N1S2,6591979.0
571.2484910000001,C24H45O10N1S2,4085137.0
571.260375,C31H41O7N1S1,7181748.0
571.284876,C25H49O9N1S2,22994436.0
571.321261,C26H53O8N1S2,3630711.0
573.183978,C20H35O14N3S1,4199729.0
573.276025,C31H43O7N1S1,7710285.0
573.300526,C25H51O9N1S2,15578779.0
573.31241,C32H47O6N1S1,4490941.0
573.3369110000001,C26H55O8N1S2,6303499.0
575.458345,C32H65O5N1S1,12271724.0
577.237926,C26H43O9N1S2,5545297.0
579.217191,C25H41O10N1S2,3977241.0
579.2535760000001,C26H45O9N1S2,12426371.0
579.289961,C27H49O8N1S2,6474989.0
581.232841,C25H43O10N1S2,9945802.0
581.2692259999999,C26H47O9N1S2,4121395.0
583.2484910000001,C25H45O10N1S2,4503800.0
585.276025,C32H43O7N1S1,10415807.0
585.300526,C26H51O9N1S2,14720772.0
587.243406,C24H45O11N1S2,8096610.0
587.291675,C32H45O7N1S1,14001120.0
587.316176,C26H53O9N1S2,11797539.0
587.458345,C33H65O5N1S1,4820378.000000001
589.27094,C31H43O8N1S1,5117977.0
589.4376100000001,C32H63O6N1S1,6937033.0
589.473995,C33H67O5N1S1,8428070.0
591.2535760000001,C27H45O9N1S2,5207001.0
591.45326,C32H65O6N1S1,5789135.0
593.232841,C26H43O10N1S2,4235017.0
593.2692259999999,C27H47O9N1S2,7827297.0
593.305611,C28H51O8N1S2,4280251.0
595.2484910000001,C26H45O10N1S2,10506757.0
597.2641409999999,C26H47O10N1S2,3611764.0
599.2797909999999,C26H49O10N1S2,4341331.0
599.291675,C33H45O7N1S1,6168171.0
601.2590559999999,C25H47O11N1S2,4398928.0
601.27094,C32H43O8N1S1,20182888.0
601.307325,C33H47O7N1S1,12281783.0
601.3318260000001,C27H55O9N1S2,7247853.0
603.250205,C31H41O9N1S1,4323288.0
603.26546,C35H41O6N1S1,3663352.0
603.28659,C32H45O8N1S1,7237667.0
603.45326,C33H65O6N1S1,6592897.0
604.9893790000001,C19H15O16N3S2,6604242.0
605.2692259999999,C28H47O9N1S2,6701066.0
605.4689099999999,C33H67O6N1S1,9361817.0
607.2484910000001,C27H45O10N1S2,5398357.0
607.2848759999999,C28H49O9N1S2,5887900.0
609.2641409999999,C27H47O10N1S2,8349266.0
611.291675,C34H45O7N1S1,10106059.0
613.307325,C34H47O7N1S1,7889555.0
615.28659,C33H45O8N1S1,9514883.0
615.3229749999999,C34H49O7N1S1,6928318.0
617.30224,C33H47O8N1S1,10693651.0
617.4689099999999,C34H67O6N1S1,12582166.0
619.2848759999999,C29H49O9N1S2,5222356.0
619.48456,C34H69O6N1S1,19568890.0
621.2641409999999,C28H47O10N1S2,5057267.999999999
621.276025,C35H43O7N1S1,3988227.0
621.4638249999999,C33H67O7N1S1,5835786.0
623.243406,C27H45O11N1S2,4018550.0
623.2797909999999,C28H49O10N1S2,9870758.0
625.307325,C35H47O7N1S1,6156227.0
626.1028900000001,C29H26O10N2S2,5745549.0
627.3229749999999,C35H49O7N1S1,15270186.0
628.269955,C26H48O11N2S2,4410716.0
629.265855,C33H43O9N1S1,5339549.000000001
629.30224,C34H47O8N1S1,8956355.000000002
629.338625,C35H51O7N1S1,4624875.0
631.281505,C33H45O9N1S1,8634810.0
631.31789,C34H49O8N1S1,9273821.999999998
633.276025,C36H43O7N1S1,4337947.0
633.4638249999999,C34H67O7N1S1,4118980.0
637.234555,C34H39O9N1S1,3945929.0
639.238321,C27H45O12N1S2,4270901.0
641.30224,C35H47O8N1S1,4196371.0
641.338625,C36H51O7N1S1,6154279.0
642.2974890000002,C34H46O8N2S1,4241961.0
643.281505,C34H45O9N1S1,7451663.0
643.31789,C35H49O8N1S1,6315040.0
643.354275,C36H53O7N1S1,4486193.0
643.48456,C36H69O6N1S1,7394413.0
644.1370890000001,C22H32O18N2S1,6550930.0
644.3131390000001,C34H48O8N2S1,4341214.0
644.3740250000001,C29H60O9N2S2,3656183.0
645.297155,C34H47O9N1S1,13055851.0
645.33354,C35H51O8N1S1,5343097.0
647.27642,C33H45O10N1S1,4665863.999999999
652.3063400000001,C29H52O10N2S2,4072847.0
655.31789,C36H49O8N1S1,47152524.0
657.297155,C35H47O9N1S1,6722741.0
657.33354,C36H51O8N1S1,7986352.0
658.2924040000001,C34H46O9N2S1,4517900.000000001
659.27642,C34H45O10N1S1,4385597.0
659.312805,C35H49O9N1S1,14940980.0
661.255685,C33H43O11N1S1,3852584.0
661.29207,C34H47O10N1S1,4782364.999999999
661.307325,C38H47O7N1S1,3732760.0
661.328455,C35H51O9N1S1,5164306.0
663.28659,C37H45O8N1S1,4275817.0
667.2696209999999,C29H49O12N1S2,5238609.000000001
671.27642,C35H45O10N1S1,3666443.0
671.312805,C36H49O9N1S1,7214579.0
671.34919,C37H53O8N1S1,5830108.0
672.3080540000001,C35H48O9N2S1,4506453.0
673.29207,C35H47O10N1S1,8122529.0
673.328455,C36H51O9N1S1,7348359.0
673.3648400000001,C37H55O8N1S1,4753517.0
675.271335,C34H45O11N1S1,4446938.0
675.28659,C38H45O8N1S1,3871438.0
675.30772,C35H49O10N1S1,7260861.0
677.265855,C37H43O9N1S1,6763671.0
678.210331,C32H42O8N2S3,5005690.0
679.1029510000001,C29H29O14N1S2,4847220.0
683.312805,C37H49O9N1S1,4622115.999999999
685.328455,C37H51O9N1S1,5263166.0
685.3657069999999,C39H59O3N1S3,3485464.0
686.3237040000001,C36H50O9N2S1,4105016.0
687.30772,C36H49O10N1S1,6440745.0
687.344105,C37H53O9N1S1,6803203.0
689.286985,C35H47O11N1S1,4341448.0
689.32337,C36H51O10N1S1,7755423.0
690.261104,C37H42O9N2S1,3484301.0
699.344105,C38H53O9N1S1,6467668.0
700.3029690000001,C36H48O10N2S1,3554208.0
700.3393540000001,C37H52O9N2S1,3650418.0
701.2863339999999,C28H51O13N3S2,3922627.0
701.32337,C37H51O10N1S1,4968084.0
701.3597550000001,C38H55O9N1S1,5713510.0
702.3186190000001,C36H50O10N2S1,4364703.0
703.302635,C36H49O11N1S1,5627056.0
703.33902,C37H53O10N1S1,3675265.0
705.2819000000001,C35H47O12N1S1,4790956.000000001
709.29207,C38H47O10N1S1,4003348.0
715.288247,C34H53O9N1S3,9475811.0
715.3138680000001,C36H49O10N3S1,15574722.0
716.2978840000001,C36H48O11N2S1,9093537.0
716.3342690000001,C37H52O10N2S1,4985200.0
717.318285,C37H51O11N1S1,7355473.0
718.3135340000001,C36H50O11N2S1,3448612.0
728.2496150000002,C29H48O15N2S2,56239224.0
728.3342690000001,C38H52O10N2S1,3546122.0
729.35467,C39H55O10N1S1,3403515.0
729.391055,C40H59O9N1S1,3385038.0
730.3135340000001,C37H50O11N2S1,4119105.0
730.3499190000001,C38H54O10N2S1,3326481.0
737.2869850000001,C39H47O11N1S1,4415616.0
737.3233700000001,C40H51O10N1S1,3938388.0
743.37032,C40H57O10N1S1,3836914.0
745.9293440000001,C23H10O25N2S1,3369001.0
746.3448340000001,C38H54O11N2S1,5883458.0
747.3189530000001,C40H49O9N3S1,3237328.0
751.302635,C40H49O11N1S1,3192780.0
771.2918139999999,C31H53O15N3S2,4651209.999999999
776.3342690000001,C42H52O10N2S1,3052409.0
778.3135340000001,C41H50O11N2S1,3601190.0
789.3295180000001,C42H51O10N3S1,3256601.0
919.344895,C48H57O15N1S1,3258811.0
927.31947,C42H57O20N1S1,11672606.0
941.3351200000001,C43H59O20N1S1,4247350.0
975.3558549999999,C47H61O19N1S1,7418365.0
975.3744809999998,C48H65O16N1S2,3428853.0
